ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000030342	6	Cd9	CD9 antigen [Source:MGI Symbol;Acc:MGI:88348]	-1.42584867014639	10.1510546193302	51.1206495680402	8.68597417783867e-13	9.31388391420609e-11
ENSMUSG00000051747	2	Ttn	titin [Source:MGI Symbol;Acc:MGI:98864]	2.46126415118882	6.52970270814452	50.6666403526154	1.09464410709351e-12	1.16488377063201e-10
ENSMUSG00000002808	13	Epdr1	ependymin related protein 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:2145369]	-0.989012027854546	6.55301566740947	50.5996856344688	1.13263182315257e-12	1.19624655788152e-10
ENSMUSG00000030353	6	Tead4	TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907]	-1.8946076516882	3.7094720203856	50.4573347956079	1.21783791980268e-12	1.27663949697525e-10
ENSMUSG00000032470	9	Mras	muscle and microspikes RAS [Source:MGI Symbol;Acc:MGI:1100856]	-1.03679699814265	7.20092347609729	50.3506511158515	1.28587429529729e-12	1.33797601674378e-10
ENSMUSG00000066441	12	Rdh11	retinol dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:102581]	-0.906559010229404	5.79052816905231	50.3090128037497	1.31344922782046e-12	1.35661921347015e-10
ENSMUSG00000031312	X	Itgb1bp2	integrin beta 1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1353420]	2.48059286804503	5.03571672985518	50.2458729731574	1.35639670483854e-12	1.39075215422387e-10
ENSMUSG00000028121	3	Bcar3	breast cancer anti-estrogen resistance 3 [Source:MGI Symbol;Acc:MGI:1352501]	-1.53674949801895	4.92877391002388	50.0776017940746	1.4778429218742e-12	1.50429416837441e-10
ENSMUSG00000032355	9	Mlip	muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]	-1.05728187245274	8.0342281136672	49.9810142952672	1.55240817045109e-12	1.56882572448392e-10
ENSMUSG00000022122	14	Ednrb	endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720]	1.24938605826023	10.148066955668	49.9586459160997	1.57020662376762e-12	1.57547803171884e-10
ENSMUSG00000023963	17	Cyp39a1	cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]	-1.05283711261869	7.06198844128229	49.9367702917485	1.58781048708563e-12	1.58184212142495e-10
ENSMUSG00000036093	2	Arl5a	ADP-ribosylation factor-like 5A [Source:MGI Symbol;Acc:MGI:1922673]	-1.1265597836168	7.22206748262132	49.8085099809287	1.6950716404222e-12	1.67680784035286e-10
ENSMUSG00000026208	1	Des	desmin [Source:MGI Symbol;Acc:MGI:94885]	2.02537972885126	6.89592727486416	49.645330937855	1.84207949183265e-12	1.80948885466945e-10
ENSMUSG00000042842	13	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b [Source:MGI Symbol;Acc:MGI:894688]	-2.34907154370761	4.03937033817606	49.4369632274917	2.04849323933755e-12	1.99827670367879e-10
ENSMUSG00000021252	12	0610007P14Rik	RIKEN cDNA 0610007P14 gene [Source:MGI Symbol;Acc:MGI:1915571]	-0.917261458407983	6.19414291100838	49.3991281545664	2.08838436842346e-12	2.02314036022375e-10
ENSMUSG00000027861	3	Casq2	calsequestrin 2 [Source:MGI Symbol;Acc:MGI:1309469]	1.66863096926889	5.81766038850324	49.3103645111914	2.1850497258248e-12	2.10228722593569e-10
ENSMUSG00000026675	1	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]	-1.42948684000615	5.93061278905803	48.9890987475469	2.57389042101163e-12	2.45955365605104e-10
ENSMUSG00000036912	9	Piwil4	piwi-like RNA-mediated gene silencing 4 [Source:MGI Symbol;Acc:MGI:3041167]	2.36555273312906	3.16418577005075	48.8931298117392	2.70295863565046e-12	2.56543648344473e-10
ENSMUSG00000054793	7	Cadm4	cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:2449088]	-0.850665717880144	9.94814449444716	48.8041209639278	2.82844894708602e-12	2.66652499058506e-10
ENSMUSG00000020216	10	Jsrp1	junctional sarcoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:1916700]	2.0081432784255	3.56012050859185	48.5908477655692	3.15337398268138e-12	2.95302962231502e-10
ENSMUSG00000096914	8	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:MGI Symbol;Acc:MGI:1913581]	-3.2750589748595	2.21434926901151	48.4170765176691	3.44554708149378e-12	3.19777636231034e-10
ENSMUSG00000001864	2	Aif1l	allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598]	-1.04331005866143	7.34258798415395	48.4087234434542	3.46025490902807e-12	3.19777636231034e-10
ENSMUSG00000024065	17	Ehd3	EH-domain containing 3 [Source:MGI Symbol;Acc:MGI:1928900]	1.27889030600122	4.7379861399567	48.2586908253213	3.73538983438842e-12	3.42947849697086e-10
ENSMUSG00000075289	19	Carns1	carnosine synthase 1 [Source:MGI Symbol;Acc:MGI:2147595]	-0.979311481272534	5.83852638665675	48.0551371992312	4.14400457311934e-12	3.77992417133814e-10
ENSMUSG00000032377	9	Plscr4	phospholipid scramblase 4 [Source:MGI Symbol;Acc:MGI:2143267]	-0.989968027174151	5.45894912926082	47.8528283108201	4.59443813813431e-12	4.16374661460469e-10
ENSMUSG00000009214	2	Tmem8c	transmembrane protein 8C [Source:MGI Symbol;Acc:MGI:1913389]	2.9987276368946	1.85617743631909	47.7282220369906	4.89592726854353e-12	4.40853143213019e-10
ENSMUSG00000023064	14	Sncg	synuclein, gamma [Source:MGI Symbol;Acc:MGI:1298397]	-1.18740498647312	7.39898266971635	47.0154826274539	7.04281444410785e-12	6.30130028639382e-10
ENSMUSG00000036198	X	Arhgap36	Rho GTPase activating protein 36 [Source:MGI Symbol;Acc:MGI:1922654]	2.1005089744224	3.86704210960532	46.9060806811468	7.44712940351780e-12	6.62087510957054e-10
ENSMUSG00000056752	11	Dnah9	dynein, axonemal, heavy chain 9 [Source:MGI Symbol;Acc:MGI:1289279]	-3.99053099825974	1.97765474007582	46.7163833525746	8.20402560360349e-12	7.2479212360892e-10
ENSMUSG00000045915	11	Ccdc42	coiled-coil domain containing 42 [Source:MGI Symbol;Acc:MGI:3045254]	-2.7593456299203	3.17159380946198	46.5759679105284	8.81345263727385e-12	7.73766057473661e-10
ENSMUSG00000020601	12	Trib2	tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021]	-0.833956668535389	7.68792135079119	46.5066149482764	9.13096860196263e-12	7.96662831998566e-10
ENSMUSG00000026888	2	Grb14	growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]	-1.08713390168642	5.79482481214489	46.4756850661159	9.27624088238733e-12	8.03144039088989e-10
ENSMUSG00000007877	11	Tcap	titin-cap [Source:MGI Symbol;Acc:MGI:1330233]	2.23464937038356	4.23727971247265	46.4665465250376	9.31960407001532e-12	8.03144039088989e-10
ENSMUSG00000026737	2	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:MGI Symbol;Acc:MGI:1298206]	-1.1095959449914	5.71456707795675	46.3410082098101	9.93624441392375e-12	8.51063568795042e-10
ENSMUSG00000034165	17	Ccnd3	cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]	0.978683651284361	7.73241065906252	46.299308220883	1.01499789233389e-11	8.6410153900692e-10
ENSMUSG00000040140	17	Tdrd6	tudor domain containing 6 [Source:MGI Symbol;Acc:MGI:2679727]	-1.60912213019383	3.50643659381893	46.1909146683431	1.07273270581648e-11	9.0775158545808e-10
ENSMUSG00000026950	2	Neb	nebulin [Source:MGI Symbol;Acc:MGI:97292]	1.99065190040307	5.691165897266	46.1242341514621	1.10987071475042e-11	9.33554127550849e-10
ENSMUSG00000056222	13	Spock1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 [Source:MGI Symbol;Acc:MGI:105371]	1.55803738714467	4.13427297911833	45.9754434653138	1.19744587713097e-11	1.00122156167016e-09
ENSMUSG00000021798	14	Ldb3	LIM domain binding 3 [Source:MGI Symbol;Acc:MGI:1344412]	2.4606495515434	5.4468214613334	45.9391852036929	1.21981463810539e-11	1.00948524601169e-09
ENSMUSG00000049630	2	C1ql3	C1q-like 3 [Source:MGI Symbol;Acc:MGI:2387350]	-1.43610065494772	4.46138787055224	45.9361562859427	1.22170208458737e-11	1.00948524601169e-09
ENSMUSG00000042828	7	Trim72	tripartite motif-containing 72 [Source:MGI Symbol;Acc:MGI:3612190]	2.27816858855238	2.45456462822059	45.7205768055657	1.36382583017452e-11	1.12033107815564e-09
ENSMUSG00000042045	9	Sln	sarcolipin [Source:MGI Symbol;Acc:MGI:1913652]	2.79161355623967	5.32328035090793	45.148740932597	1.82623078840831e-11	1.49145720260299e-09
ENSMUSG00000058454	7	Dhcr7	7-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1298378]	-0.858937826014267	6.49639866772378	44.9174819429136	2.0551487276018e-11	1.66870948997818e-09
ENSMUSG00000011179	12	Odc1	ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]	-0.831716178823597	7.61885095742195	44.8156021880513	2.16490768039878e-11	1.74772748198631e-09
ENSMUSG00000055022	15	Cntn1	contactin 1 [Source:MGI Symbol;Acc:MGI:105980]	-1.41705668827388	4.72193005971444	44.6801320751472	2.31999573829061e-11	1.86222743632961e-09
ENSMUSG00000042129	6	Rassf4	Ras association (RalGDS/AF-6) domain family member 4 [Source:MGI Symbol;Acc:MGI:2386853]	-1.16337440705213	4.83609416430888	44.3176218596669	2.79191681812201e-11	2.22829861046363e-09
ENSMUSG00000017286	11	Glod4	glyoxalase domain containing 4 [Source:MGI Symbol;Acc:MGI:1914451]	-0.901252810914782	7.27166013359867	44.2970433971299	2.8214202243136e-11	2.23912372265159e-09
ENSMUSG00000027007	2	Ssfa2	sperm specific antigen 2 [Source:MGI Symbol;Acc:MGI:1917849]	-0.977695027432813	6.1656582663783	44.1988468828142	2.96655986341514e-11	2.3410823821007e-09
ENSMUSG00000021589	13	Rhobtb3	Rho-related BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1920546]	-0.897664197622845	7.96065794776405	44.151196789466	3.03965897132235e-11	2.38536813241146e-09
ENSMUSG00000022456	15	Sept3	septin 3 [Source:MGI Symbol;Acc:MGI:1345148]	-1.47765872257048	5.53568245720062	44.0961417952523	3.12636559673012e-11	2.43978097429266e-09
ENSMUSG00000062014	14	Gmfb	glia maturation factor, beta [Source:MGI Symbol;Acc:MGI:1927133]	-0.841960591413114	8.76707378859553	43.853412864484	3.53913476639757e-11	2.74664232395506e-09
ENSMUSG00000051596	5	Otop1	otopetrin 1 [Source:MGI Symbol;Acc:MGI:2388363]	4.02662399242184	1.37309749377149	43.7976543748623	3.64141188406329e-11	2.8104897107383e-09
ENSMUSG00000020668	12	Kif3c	kinesin family member 3C [Source:MGI Symbol;Acc:MGI:107979]	-0.942981411893367	5.99200758325458	43.662702544202	3.90136612418711e-11	2.99467158177357e-09
ENSMUSG00000040648	1	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:2142810]	-1.0584747030873	6.06425633433406	43.4714690540913	4.30185971153907e-11	3.28414257434725e-09
ENSMUSG00000057455	18	Rit2	Ras-like without CAAX 2 [Source:MGI Symbol;Acc:MGI:108054]	1.77528988472567	3.59841161761295	43.0528280310152	5.32815440307251e-11	4.04565323783565e-09
ENSMUSG00000048416	3	Mlf1	myeloid leukemia factor 1 [Source:MGI Symbol;Acc:MGI:1341819]	1.48286187471152	4.62461376381257	42.9699724499119	5.55865162841499e-11	4.19797738840567e-09
ENSMUSG00000034164	11	Emid1	EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]	-0.95237975292131	9.54535235245787	42.9561186539506	5.5981542054364e-11	4.2052017178484e-09
ENSMUSG00000024471	18	Myot	myotilin [Source:MGI Symbol;Acc:MGI:1889800]	2.15846372910719	4.28429972135365	42.739418599961	6.2539262816623e-11	4.67281396162289e-09
ENSMUSG00000038777	3	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C [Source:MGI Symbol;Acc:MGI:1338032]	-1.30273881126952	6.43635777091037	42.660405937661	6.51170956057599e-11	4.83968170356672e-09
ENSMUSG00000006390	4	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]	-0.789802719950672	8.57764714168702	42.5808320293196	6.78207495020322e-11	5.01409509607919e-09
ENSMUSG00000025780	2	Itih5	inter-alpha (globulin) inhibitor H5 [Source:MGI Symbol;Acc:MGI:1925751]	0.811831874636472	9.94165112043061	42.5429361134223	6.91475424925768e-11	5.08542161985982e-09
ENSMUSG00000020722	11	Cacng1	calcium channel, voltage-dependent, gamma subunit 1 [Source:MGI Symbol;Acc:MGI:1206582]	2.36290773367767	4.08954326132575	42.3705150873942	7.55200045718711e-11	5.52515366781809e-09
ENSMUSG00000025969	1	Nrp2	neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]	-0.930713706275959	7.325568660505	42.2586897512058	7.9963915204051e-11	5.81996433612075e-09
ENSMUSG00000034586	11	Hid1	HID1 domain containing [Source:MGI Symbol;Acc:MGI:2445087]	-0.804335341703558	6.76522510549245	42.1948311349635	8.26180960781618e-11	5.98214636912339e-09
ENSMUSG00000038936	1	Sccpdh	saccharopine dehydrogenase (putative) [Source:MGI Symbol;Acc:MGI:1924486]	-0.827984630194558	7.27733388974094	41.9660569522692	9.2871616379059e-11	6.69009023218791e-09
ENSMUSG00000021696	13	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:1921809]	-0.87497500791719	6.92815938172215	41.952898901212	9.34986669295682e-11	6.70089680795737e-09
ENSMUSG00000082305	5	Gm2420	predicted gene 2420 [Source:MGI Symbol;Acc:MGI:3780587]	2.24540724476508	2.34361055050202	41.8789694074107	9.71014218296604e-11	6.92377498701137e-09
ENSMUSG00000033361	X	Prrg3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:MGI Symbol;Acc:MGI:2685214]	-1.13326935221511	7.07661447848301	41.425906629415	1.2242415645206e-10	8.68531376607114e-09
ENSMUSG00000046337	1	Fam178b	family with sequence similarity 178, member B [Source:MGI Symbol;Acc:MGI:3026913]	-2.59138798978446	4.58289086323008	41.3358392494724	1.28196789082982e-10	9.04914721732986e-09
ENSMUSG00000027784	3	Ppm1l	protein phosphatase 1 (formerly 2C)-like [Source:MGI Symbol;Acc:MGI:2139740]	-1.23666758529525	7.63292169724584	41.0455331321842	1.48723683910209e-10	1.04456079394336e-08
ENSMUSG00000024812	19	Tjp2	tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]	-0.855740024482899	6.37587594012939	40.9978078918309	1.52400058645835e-10	1.06505652925276e-08
ENSMUSG00000003528	16	Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]	-1.01758899465399	6.96169262421736	40.770909766241	1.711621543676e-10	1.19025484277311e-08
ENSMUSG00000016327	X	Atp1b4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide [Source:MGI Symbol;Acc:MGI:1915071]	2.12106842535689	4.85235945193164	40.7597038834483	1.72146477014261e-10	1.19120274020657e-08
ENSMUSG00000074802	10	Gas2l3	growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]	-0.894708406892605	8.63104729496506	40.6333300549251	1.83647279333604e-10	1.26455555529369e-08
ENSMUSG00000027560	2	Dok5	docking protein 5 [Source:MGI Symbol;Acc:MGI:1924079]	1.87342299201325	2.72239786334023	40.5837566867381	1.88366044019905e-10	1.29072088797444e-08
ENSMUSG00000035186	17	Ubd	ubiquitin D [Source:MGI Symbol;Acc:MGI:1344410]	6.53901015037874	0.613624365359591	40.5102975807107	1.95582546834738e-10	1.33366409484834e-08
ENSMUSG00000068263	6	Efcc1	EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451]	-1.93211705823499	3.90115230377951	40.3609848041046	2.11115104513929e-10	1.43262505947206e-08
ENSMUSG00000038403	3	Hfe2	hemochromatosis type 2 (juvenile) [Source:MGI Symbol;Acc:MGI:1916835]	2.38671156407411	4.15298757417509	40.2582225646861	2.22516824415842e-10	1.50273741950449e-08
ENSMUSG00000038112	9	AW551984	expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322]	1.02188994959271	5.15350075743977	40.1305767824843	2.37541609980146e-10	1.59652966286656e-08
ENSMUSG00000038816	4	Ctnnal1	catenin (cadherin associated protein), alpha-like 1 [Source:MGI Symbol;Acc:MGI:1859649]	-0.72444690031619	9.0574186247999	40.110558067299	2.39988385452144e-10	1.60529373830775e-08
ENSMUSG00000016349	2	Eef1a2	eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]	2.06484248788806	4.44496523235864	40.0774476685035	2.44090784319428e-10	1.62499679968484e-08
ENSMUSG00000058258	13	Idi1	isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]	-1.85036115285797	6.51775672859685	40.0400195486405	2.48812748149648e-10	1.6486191854991e-08
ENSMUSG00000022885	16	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]	-1.18368142554715	7.86057100511117	39.9388654887401	2.62037035853143e-10	1.72246881744042e-08
ENSMUSG00000036503	3	Rnf13	ring finger protein 13 [Source:MGI Symbol;Acc:MGI:1346341]	-1.03107268478208	7.23349014633062	39.9360820118065	2.62410711847548e-10	1.72246881744042e-08
ENSMUSG00000064179	7	Tnnt1	troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]	2.26726016919267	3.2048556417735	39.9121231114782	2.65649282517935e-10	1.73561649838578e-08
ENSMUSG00000028464	4	Tpm2	tropomyosin 2, beta [Source:MGI Symbol;Acc:MGI:98810]	1.81768545838205	8.35289485424195	39.8967971383981	2.67741877138309e-10	1.74118988340825e-08
ENSMUSG00000059991	5	Nptx2	neuronal pentraxin 2 [Source:MGI Symbol;Acc:MGI:1858209]	1.36993848528391	3.51913202032216	39.809669029935	2.79955741555448e-10	1.81222963208727e-08
ENSMUSG00000028402	4	Mpdz	multiple PDZ domain protein [Source:MGI Symbol;Acc:MGI:1343489]	-0.857098450257743	6.37915116575971	39.6156416944526	3.09196873147484e-10	1.99233416380858e-08
ENSMUSG00000032186	9	Tmod2	tropomodulin 2 [Source:MGI Symbol;Acc:MGI:1355335]	-0.783757171686534	7.82184354638065	39.493580702505	3.29139604924893e-10	2.11115252528766e-08
ENSMUSG00000025129	11	Ppp1r27	protein phosphatase 1, regulatory subunit 27 [Source:MGI Symbol;Acc:MGI:1915951]	2.5682556724348	1.97289584437205	39.4117798499643	3.43220194273259e-10	2.18320082648734e-08
ENSMUSG00000042717	6	Ppp1r3a	protein phosphatase 1, regulatory (inhibitor) subunit 3A [Source:MGI Symbol;Acc:MGI:2153588]	2.19125558396137	3.06432969140403	39.4102981305126	3.43480730870436e-10	2.18320082648734e-08
ENSMUSG00000001508	11	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:894698]	2.6933643556448	2.13623825554174	39.314624285798	3.60729412812651e-10	2.28250723503572e-08
ENSMUSG00000049134	19	Nrap	nebulin-related anchoring protein [Source:MGI Symbol;Acc:MGI:1098765]	2.63564683825085	3.44352418962912	39.0065149030728	4.22393596751503e-10	2.66070083119658e-08
ENSMUSG00000027887	3	Sypl2	synaptophysin-like 2 [Source:MGI Symbol;Acc:MGI:1328311]	2.21071950110927	5.16844152313068	38.9296292464326	4.39361171265114e-10	2.75522605926833e-08
ENSMUSG00000098188	10	Sowahc	sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]	-1.4287193795385	5.00646831767943	38.8529154687603	4.5697091008405e-10	2.85184897882767e-08
ENSMUSG00000055296	4	Tmem245	transmembrane protein 245 [Source:MGI Symbol;Acc:MGI:2445107]	-0.919764178502809	6.79122584476967	38.8449919566577	4.58829550234964e-10	2.85184897882767e-08
ENSMUSG00000027315	2	Spint1	serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]	-2.56042234456024	2.92069654984888	38.7937084668257	4.71043643915192e-10	2.91486787051837e-08
ENSMUSG00000026202	1	Tuba4a	tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]	1.87326092252946	3.96290138981589	38.3092059250425	6.03771408281962e-10	3.71981446146348e-08
ENSMUSG00000043004	14	Gng2	guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]	-0.731129714923185	8.55527089558145	38.1906867818912	6.41579071322579e-10	3.93548524666736e-08
ENSMUSG00000075415	2	Fnbp1	formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606]	-0.882772925595288	6.58921708097687	37.8853004623476	7.50284278244233e-10	4.58227967673772e-08
ENSMUSG00000038602	10	Slc35f1	solute carrier family 35, member F1 [Source:MGI Symbol;Acc:MGI:2139810]	-0.946989460895715	7.03994294053276	37.8748311338984	7.54321403986193e-10	4.58699253757318e-08
ENSMUSG00000032537	9	Ephb1	Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]	2.07355430125667	2.7198120602358	37.844663292041	7.66076607343957e-10	4.6220381790617e-08
ENSMUSG00000029869	6	Ephb6	Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338]	-0.918805122942448	6.22634908331107	37.843164448867	7.66665405938191e-10	4.6220381790617e-08
ENSMUSG00000022679	16	Mpv17l	Mpv17 transgene, kidney disease mutant-like [Source:MGI Symbol;Acc:MGI:2135951]	-1.39381079272934	3.87911803382894	37.7601667960523	7.99987009426246e-10	4.80231518008995e-08
ENSMUSG00000031775	8	Pllp	plasma membrane proteolipid [Source:MGI Symbol;Acc:MGI:1915051]	-0.827782610841592	9.15549730244396	37.7395395554288	8.08490928813363e-10	4.83271152214524e-08
